clip_id,audio_path,language,is_native,accent_region,age,gender,sentence,speaker_id,duration_sec,sample_rate,augmented,aug_type,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff,silence_ratio,energy_band_1,energy_band_2,energy_band_3,energy_band_4,energy_band_5,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_2_mean,delta_mfcc_3_mean,delta_mfcc_4_mean,delta_mfcc_5_mean,delta_mfcc_6_mean,delta_mfcc_7_mean,delta_mfcc_8_mean,delta_mfcc_9_mean,delta_mfcc_10_mean,delta_mfcc_11_mean,delta_mfcc_12_mean,delta_mfcc_13_mean,chroma_mean,chroma_std,mel_mean,mel_std,f0_mean,f0_std,voiced_fraction,spectral_contrast_mean,tempo
pl_000145_aug1,accent_dataset_output/audio_augmented/pl_000145_aug1.wav,pl,0,unknown,unknown,unknown,cieszy się jędza z swej złości zabytków ponad plac bitwy rada się unosi miły jej widok tylu niedobit,6892,10.0,16000,True,noise_ambient,0.099025,0.269177,583.26,925.45,591.4,0.2203,0.441155,0.4609,0.042468,0.035565,0.019911,-143.0314,42.1669,20.6104,37.3471,-0.468,17.0062,3.4122,21.5372,-13.9064,9.0487,-25.4224,11.7761,-25.1523,10.1136,-24.8455,10.0358,-23.8011,9.2389,-20.4251,9.3726,-22.4924,7.1548,-18.4218,6.27,-15.4319,6.4048,0.2822,0.2145,0.0666,0.0541,0.0382,-0.0167,-0.0646,0.0001,0.0256,-0.0292,-0.0474,-0.0256,0.0053,0.4519,0.3442,-34.2467,9.0399,132.74,28.73,0.5431,19.1658,104.17
pt_000118_aug2,accent_dataset_output/audio_augmented/pt_000118_aug2.wav,pt,1,porto,unknown,unknown,e agora das cellulas obscuras e implacáveis d'ella surgia lhes como um castigo uma existência de out,12249,10.0,16000,True,pitch_time_shift,0.083989,0.216395,794.07,926.0,1014.2,0.4069,0.244511,0.514191,0.159751,0.064302,0.017245,-307.3681,130.4346,37.9641,57.0907,13.0887,45.6866,15.7337,32.4132,-25.2177,28.6721,-7.7677,18.9669,-10.7344,20.3271,-5.7953,19.1595,-5.8704,13.8261,-2.9084,13.4836,-11.8854,14.3808,0.6465,12.6044,-4.187,11.6403,0.7554,-0.221,0.1407,0.0132,-0.0792,-0.1041,0.0338,-0.0809,-0.046,0.022,-0.0172,-0.0134,0.043,0.307,0.3237,-51.0503,17.8878,279.85,80.56,0.7316,20.3584,208.33
it_000093_aug2,accent_dataset_output/audio_augmented/it_000093_aug2.wav,it,0,albanais,unknown,unknown,pregando iddio che se gli avenisse per alcun tempo di cavalcare il mare ei fusse dalla sirena non al,6001,10.0,16000,True,pitch_time_shift,0.136139,0.080266,277.96,225.72,302.3,0.4913,0.843616,0.131402,0.021415,0.003433,0.000133,-325.9369,109.5492,88.3119,61.5536,10.9402,38.5705,31.3596,29.445,-3.541,18.5197,-5.4529,16.9448,3.7453,10.6852,-6.0659,11.9841,-2.8094,9.864,-3.6419,8.9169,-7.1739,10.0817,-3.0516,8.4807,-3.7127,8.8464,0.0791,0.0913,0.0666,0.041,0.0355,0.0595,0.0351,0.0181,0.0307,-0.0013,-0.0269,-0.0255,-0.0141,0.2752,0.3328,-61.9622,18.4443,211.44,34.49,0.7572,19.4876,170.45
pt_000103_aug3,accent_dataset_output/audio_augmented/pt_000103_aug3.wav,pt,0,mozambicain,unknown,unknown,meu amigo não estou convencido de coisa alguma apenas lhe explico que pelos depoimentos pela prova d,12249,10.0,16000,True,degraded_codec,0.134286,0.120535,480.94,557.66,612.1,0.4004,0.401628,0.51028,0.057862,0.023629,0.0066,-253.3139,132.5245,77.4643,56.8237,7.8505,37.1647,35.9324,39.0354,-14.9054,29.7176,1.9891,17.5807,-10.9224,17.6071,-1.2083,15.4008,-7.2935,15.2097,-7.2832,14.7472,0.9638,10.9027,-8.4651,15.1395,3.7975,11.4926,0.9357,0.0687,-0.0342,-0.05,-0.1556,-0.0388,-0.1298,-0.1066,-0.1128,-0.0748,-0.0501,-0.0831,0.0064,0.3339,0.3286,-52.6592,18.5436,342.66,410.42,0.722,18.3615,125.0
es_000107,accent_dataset_output/audio_original/es_000107.wav,es,1,argentin,unknown,unknown,oh señor exclamé yo y cuándo zarpamos zarpar me contestó mañana sin falta,8882,10.0,16000,False,original,0.081602,0.131676,627.79,1220.45,1094.7,0.4884,0.582168,0.213821,0.158684,0.012612,0.032714,-335.6172,131.4345,88.1456,68.9452,22.764,37.403,-0.3849,29.8993,14.5278,23.0248,2.268,17.5435,15.1358,14.2209,0.6749,12.8386,-2.1621,12.5332,-0.4818,11.8369,0.0067,11.1828,2.0179,9.4527,-12.5159,10.7003,-0.1718,-0.1836,-0.0874,-0.0531,-0.0467,-0.013,0.0162,0.0084,-0.0068,-0.0027,0.0057,0.0027,-0.006,0.4231,0.3063,-57.4539,18.8983,110.81,25.05,0.6645,18.3381,144.23
es_000140,accent_dataset_output/audio_original/es_000140.wav,es,1,castillan,unknown,unknown,ahora bien si he de decir la verdad confesaré que desde la primera mención que el caballero hacía en,8882,10.0,16000,False,original,0.103015,0.14977,809.01,1603.79,854.8,0.2358,0.417115,0.417387,0.087579,0.011416,0.066502,-222.866,111.2297,113.9546,64.5977,16.4538,39.1365,5.7712,32.8872,22.6399,21.7131,-22.0016,18.038,6.6147,16.2536,-9.3115,15.3632,-10.6458,14.6871,-6.7643,12.2758,-4.6911,9.8431,5.6993,9.6597,-20.0486,12.0163,1.2633,0.6777,-0.0079,0.1288,0.0785,-0.1168,0.0143,0.019,-0.0729,-0.0856,0.0176,0.0712,-0.1152,0.4051,0.3123,-44.8582,18.3876,98.36,20.6,0.7827,19.3713,110.29
it_000119_aug3,accent_dataset_output/audio_augmented/it_000119_aug3.wav,it,1,romain,unknown,unknown,di che egli rimase tutto sopra di sé né imaginare si poteva dove procedesse una copia di tante scarp,6001,10.0,16000,True,degraded_codec,0.115968,0.327977,1045.04,1701.06,1768.6,0.1394,0.507476,0.2384,0.117638,0.053048,0.083437,-70.9379,23.8863,16.1652,17.7204,10.2109,11.6368,4.7573,11.4643,2.0754,6.825,-2.4849,6.7222,-2.005,5.8424,-5.4017,7.5087,-4.7571,7.7707,-5.2098,5.6947,-8.2752,6.2894,-5.0388,5.4526,-3.2111,4.3737,0.1469,0.1423,0.0616,-0.0153,-0.0332,0.0097,0.0454,0.023,-0.0059,-0.0371,-0.0473,-0.0522,-0.0542,0.4487,0.3475,-33.543,6.013,235.39,36.82,0.5559,15.048,117.19
de_000000,accent_dataset_output/audio_original/de_000000.wav,de,1,bavarian,unknown,unknown,mein freund sie dürfen ihn nicht einen augenblick verlassen sie sagten er habe die absicht zu erkenn,10148,10.0,16000,False,original,0.081549,0.164957,483.85,566.19,645.1,0.4535,0.435285,0.456573,0.094418,0.007508,0.006215,-291.7802,118.3695,68.8103,58.2221,11.5214,36.7916,20.8299,28.0964,-6.3954,21.2178,4.2683,13.0564,-1.213,12.5769,-16.9074,15.0537,-11.111,14.3757,-3.0896,10.8092,-2.1909,8.6205,-4.6342,11.6853,-3.5363,9.7188,0.0355,0.015,-0.0253,-0.0102,0.0094,-0.0021,-0.0096,-0.0,0.0055,0.0024,-0.0009,0.0025,0.0108,0.3731,0.3344,-53.8118,17.1439,191.46,42.01,0.738,17.8813,93.75
fr_000063,accent_dataset_output/audio_original/fr_000063.wav,fr,0,espagnol,unknown,unknown,royaume de plus aisé qu'un chameau passe par le trou d'une aiguille qu'il ne l'est qu'un riche entre,10065,10.0,16000,False,original,0.137925,0.088463,422.86,826.2,419.3,0.4341,0.73552,0.181206,0.033469,0.028293,0.021512,-280.652,161.3694,83.6711,57.7595,1.0577,29.4015,49.2312,36.4875,-0.7269,19.5869,9.9829,14.5441,0.8037,17.0968,1.7959,13.3044,3.7048,11.542,-6.7967,13.5815,-3.6874,10.4982,0.5203,6.676,-5.9588,11.6816,0.0524,0.0061,0.0018,0.0415,-0.0212,-0.003,0.0456,0.0015,-0.0081,0.0029,-0.0225,0.0057,0.0193,0.4311,0.334,-53.6188,20.6909,114.15,24.59,0.6997,17.9388,144.23
de_000106_aug1,accent_dataset_output/audio_augmented/de_000106_aug1.wav,de,0,turkish,unknown,unknown,das steht vielleicht dem herrn nicht an sagte proctor mit spöttischer miene ich bin vollkommen damit,10148,10.0,16000,True,noise_ambient,0.058429,0.32864,881.3,968.07,1534.1,0.2783,0.140681,0.566766,0.229503,0.041613,0.021436,-184.4017,54.9365,29.0834,35.4437,2.4778,19.9216,5.1058,19.084,-4.226,10.1983,-5.2595,8.8284,-8.5211,10.1716,-12.791,12.1856,-4.4067,8.9236,-0.2824,7.9533,-5.2343,6.9841,-2.3691,6.6359,2.1675,5.6759,0.0583,0.0346,0.0928,0.0541,-0.0017,-0.0089,-0.0381,-0.0341,-0.0366,-0.0221,-0.0046,0.0,0.0127,0.5133,0.3322,-35.1896,8.7714,157.37,54.04,0.5399,15.1648,93.75
pl_000031_aug2,accent_dataset_output/audio_augmented/pl_000031_aug2.wav,pl,1,unknown,unknown,unknown,ta była wada myszy nieszczęśliwych kiedy się z sobą zaczęły pasować fatalny przykład mięsza je i łud,6892,10.0,16000,True,pitch_time_shift,0.131839,0.102263,366.0,525.74,499.9,0.3849,0.622505,0.327513,0.026768,0.015984,0.00723,-274.6847,151.7422,91.9386,67.9235,10.5742,24.4635,48.6826,38.2455,-8.3052,23.245,-10.7576,17.3929,-6.8984,18.7454,10.1917,16.0764,-22.9586,16.2079,-5.1468,11.9482,-11.5507,11.3264,-2.2381,9.1979,-5.1445,9.1656,0.1332,-0.3821,-0.0551,0.2484,0.0226,-0.0752,-0.116,0.0605,-0.0233,0.0491,-0.0833,-0.0078,-0.0038,0.3097,0.3194,-50.9569,21.1355,121.75,20.95,0.7093,21.2727,89.29
pt_000034,accent_dataset_output/audio_original/pt_000034.wav,pt,1,bresilien,unknown,unknown,e sendo a expressão das qualidades médias de todos fosse o vencedor e eliminasse os extremos gerador,12249,10.0,16000,False,original,0.104462,0.192857,743.36,853.95,1139.9,0.3176,0.277055,0.46828,0.17767,0.061081,0.015915,-255.5102,123.7279,54.4799,63.2221,12.4021,45.5571,36.978,35.3743,-17.8866,32.3449,-3.6337,21.0484,-12.235,17.6734,-4.4432,12.5191,-10.7074,15.8553,-4.2042,13.7223,-3.7662,11.7447,-8.1881,15.5883,3.9158,11.4798,0.0694,-0.4635,0.2893,-0.2506,0.1591,0.1367,-0.0059,0.1094,-0.0062,0.054,0.0128,-0.0004,0.005,0.3195,0.325,-46.8084,17.3978,230.06,81.67,0.7764,18.9379,78.12
pt_000032_aug1,accent_dataset_output/audio_augmented/pt_000032_aug1.wav,pt,1,porto,unknown,unknown,mas do pouco que comprehendeu licou aterrada maciel que estava a ler deixou cahir o livro e enfiou o,12249,10.0,16000,True,noise_ambient,0.141669,0.043094,357.13,115.26,456.9,0.4088,0.346087,0.651477,0.002432,3e-06,2e-06,-346.5616,31.339,133.4598,27.2266,58.1067,16.9835,-4.5601,19.8668,-31.3598,13.1022,-33.5982,11.9881,-29.5097,8.3512,-26.7701,7.0992,-24.683,7.0256,-21.9442,6.8025,-19.1311,6.3968,-16.656,6.313,-14.7163,5.0382,0.2737,0.1059,0.0111,0.0378,0.0524,0.0379,0.0173,0.0144,0.0144,0.0055,-0.0098,-0.0167,-0.0076,0.3378,0.3358,-66.0966,18.8577,234.23,75.24,0.8083,24.776,60.48
fr_000123_aug1,accent_dataset_output/audio_augmented/fr_000123_aug1.wav,fr,1,lyon,unknown,unknown,jésus prenant la parole leur dit ayez de la foi en dieu je vous dis en vérité que quiconque dira à c,10065,10.0,16000,True,noise_ambient,0.031787,0.123195,631.44,306.23,870.6,0.2949,0.010101,0.805533,0.180585,0.00378,2e-06,-369.9552,41.5082,145.0995,30.7099,-108.5194,11.4592,-53.686,21.25,-15.3411,11.763,-49.5337,9.9382,-37.5614,9.5206,-25.5209,9.5607,-22.5724,8.4182,-15.95,10.7516,-12.5819,8.7635,-7.4041,7.4386,-3.3803,8.6516,0.1617,0.1837,0.1139,0.0467,-0.0239,-0.0153,0.0091,-0.0408,-0.0453,-0.0093,-0.0315,-0.044,-0.0379,0.4978,0.308,-52.0324,20.3432,281.16,139.41,0.2907,25.0107,144.23
fr_000001_aug3,accent_dataset_output/audio_augmented/fr_000001_aug3.wav,fr,1,lyon,unknown,unknown,hérode entendant ces bruits différents disait cet homme est jean à qui j'ai fait trancher la tête et,10065,10.0,16000,True,degraded_codec,0.15652,0.282192,754.73,1288.83,1008.6,0.161,0.454278,0.38022,0.06002,0.050135,0.055346,-57.6109,32.7469,43.2749,28.7194,-0.0784,12.3609,28.4139,17.6003,-10.6692,10.6313,15.8897,7.9912,-17.2061,9.1095,12.8489,7.196,-17.4508,6.0911,8.9192,8.1942,-16.2894,7.0219,11.9569,5.5982,-13.6734,5.7853,-0.0827,-0.0272,-0.0223,-0.02,-0.0096,0.0017,0.0273,0.0099,-0.0159,0.0079,0.0165,-0.0204,0.0022,0.5058,0.3256,-32.8443,7.4182,108.02,14.64,0.7029,19.9022,125.0
es_000057_aug2,accent_dataset_output/audio_augmented/es_000057_aug2.wav,es,1,argentin,unknown,unknown,tal vez no fué aquello más que un movimiento instintivo como el de un gato pero el caso es que al vo,8882,10.0,16000,True,pitch_time_shift,0.142315,0.075985,270.72,509.15,322.0,0.2868,0.814695,0.146628,0.028084,0.004452,0.006141,-240.7998,106.9677,101.2144,49.679,12.5483,28.624,26.4761,29.7876,25.4851,20.7564,6.5682,16.261,-20.9464,17.0123,15.7361,13.5079,-12.1069,15.376,19.911,12.5998,-13.8166,12.6041,0.2131,9.1845,-21.3579,11.3594,-0.426,-0.2054,-0.0449,-0.1135,-0.1651,0.0526,0.0783,-0.0598,-0.0884,-0.115,0.0448,0.0083,0.0361,0.3248,0.3216,-48.4336,18.1613,130.38,23.12,0.8658,22.3833,81.52
de_000148_aug2,accent_dataset_output/audio_augmented/de_000148_aug2.wav,de,0,eastern_european,unknown,unknown,wo sich ein amerikanischer truppenposten befand war nur zwei meilen weit entfernt aber wenn sie an d,10148,10.0,16000,True,pitch_time_shift,0.106321,0.162295,584.36,706.52,771.1,0.3574,0.257401,0.598305,0.124284,0.009536,0.010474,-241.4533,94.0821,92.174,60.1295,-1.6588,45.0689,9.1337,27.6599,-8.7331,19.7353,-0.5904,12.8126,-16.4652,12.3332,-28.4578,17.0486,3.0018,16.833,3.7128,13.5529,-9.7999,11.0015,-3.0551,12.534,4.5137,9.6326,0.0366,0.2871,0.3765,0.0007,-0.0519,-0.0671,-0.0246,0.0132,-0.1172,-0.0691,-0.0002,-0.073,0.0008,0.3062,0.3215,-48.7387,16.6201,217.99,37.54,0.7891,19.5831,117.19
fr_000064,accent_dataset_output/audio_original/fr_000064.wav,fr,1,lyon,unknown,unknown,et il se mit alors à faire des serments exécrables et à dire en jurant je ne connais point cet homme,10065,10.0,16000,False,original,0.149739,0.105101,508.24,808.9,622.6,0.4174,0.447894,0.453489,0.060899,0.010906,0.026811,-237.9996,146.7668,83.5307,55.5484,8.3798,26.6669,35.326,29.0759,-2.6914,20.1195,11.9029,15.9361,-11.1666,18.5903,4.9232,12.2985,0.2328,14.5857,-4.6579,12.7628,0.7501,13.3101,-0.8417,8.4638,-2.621,9.8483,0.001,0.0027,0.0044,0.0031,-0.0006,-0.0039,-0.0048,-0.0037,-0.0024,-0.0018,0.0005,0.0052,0.0082,0.4448,0.3257,-53.5802,19.0249,117.99,25.14,0.77,17.7577,93.75
de_000124_aug3,accent_dataset_output/audio_augmented/de_000124_aug3.wav,de,1,berlin,unknown,unknown,welche so die bisherige fahrt englands nach indien um's cap der guten hoffnung zur hälfte abkürzte d,10148,10.0,16000,True,degraded_codec,0.085127,0.176435,646.35,725.18,1118.3,0.1401,0.42403,0.364581,0.145864,0.061162,0.004364,-128.8296,19.0572,105.0465,16.0378,-67.9555,9.6658,57.068,10.8685,-38.1662,5.5224,22.4689,5.7823,-19.1616,5.4499,5.4336,5.6314,-11.2026,5.1587,3.1566,4.9375,-7.5267,4.6946,-0.0322,4.6472,-3.8331,4.1372,0.1448,0.1693,-0.02,-0.0686,-0.0179,0.0477,0.0318,-0.0293,-0.0099,-0.0171,0.0008,-0.0378,-0.0347,0.4958,0.3461,-34.0356,13.9115,198.88,32.97,0.6741,22.6945,170.45
fr_000149_aug3,accent_dataset_output/audio_augmented/fr_000149_aug3.wav,fr,1,lyon,unknown,unknown,après s'être ainsi joués de lui ils lui ôtèrent le manteau de pourpre et lui ayant remis ses habits ,10065,10.0,16000,True,degraded_codec,0.081189,0.155782,402.27,631.4,445.1,0.1713,0.639648,0.268119,0.049644,0.037508,0.00508,-152.5921,24.3939,96.9807,23.1902,-45.7019,11.9548,54.5979,13.805,-20.6755,9.4403,22.9902,7.5613,-15.4826,7.2947,10.0847,6.7841,-11.4029,5.4512,3.2263,7.0889,-10.4239,6.718,2.7083,5.2161,-7.2483,5.998,0.0106,-0.021,-0.0294,-0.0115,-0.0357,-0.0287,-0.0126,0.0087,0.0147,0.0363,0.0198,-0.0052,-0.0069,0.4987,0.3283,-35.0544,12.3762,109.29,16.08,0.7029,19.9094,144.23
de_000046_aug1,accent_dataset_output/audio_augmented/de_000046_aug1.wav,de,1,bavarian,unknown,unknown,die schnelligkeit der fahrt war nicht sehr bedeutend die anhalte eingerechnet betrug sie nicht über ,10148,10.0,16000,True,noise_ambient,0.111859,0.25312,571.62,691.65,735.2,0.3938,0.352915,0.519331,0.098951,0.019459,0.009345,-178.9895,65.4717,46.5489,48.1289,4.1434,27.7482,15.6705,25.3155,-2.3167,13.4478,-6.0241,13.2316,-8.5881,9.8275,-17.8611,13.5537,-9.1278,11.6784,1.2224,9.3003,-5.4349,8.0637,-4.5349,8.7972,-0.9359,7.196,0.0758,-0.0255,0.1195,-0.0499,0.0222,-0.0188,-0.029,-0.0028,-0.0379,-0.0069,-0.0107,-0.0138,-0.0021,0.3983,0.3436,-43.1021,11.7726,183.8,28.25,0.7604,16.7796,98.68
es_000109,accent_dataset_output/audio_original/es_000109.wav,es,0,anglophone,unknown,unknown,aquí y acullá se alzaban algunas plantas en flor que me eran totalmente desconocidas más allá veía c,8882,10.0,16000,False,original,0.187341,0.087888,184.95,328.5,226.6,0.3244,0.898265,0.08399,0.014009,0.00182,0.001916,-269.8306,104.6406,131.2403,65.7909,24.6603,34.7539,19.7076,28.725,32.3751,18.6233,-11.9276,19.1041,0.1704,12.8021,19.0563,12.8837,5.8922,13.9375,7.7174,11.4618,-16.3107,11.1809,-8.1781,9.7393,-1.4705,7.9137,0.6509,0.0124,0.3613,-0.0667,0.2305,-0.0573,0.0141,0.1109,-0.0492,0.0011,-0.0783,0.0365,0.0061,0.3737,0.3287,-54.9321,20.3165,105.47,19.94,0.8658,20.8695,58.59
pl_000069_aug3,accent_dataset_output/audio_augmented/pl_000069_aug3.wav,pl,1,unknown,unknown,unknown,ja się tymczasem powrócę do myszy zrazu się trowoży całe zgromadzenie i dziwna powieść przytomnych o,6892,10.0,16000,True,degraded_codec,0.138088,0.17437,376.18,361.78,549.0,0.3424,0.506117,0.456088,0.025389,0.011734,0.000673,-183.6155,71.3586,84.8079,53.9671,15.2021,23.6162,24.6378,28.4851,0.1396,14.0542,-17.2473,16.5151,-3.0217,9.7202,-10.0828,10.5739,-12.5335,10.9606,-4.9231,8.2832,-8.0779,7.055,-6.3108,6.4957,-0.6411,6.9157,0.3341,0.3336,0.1957,0.113,0.0323,-0.0439,0.0101,0.0128,-0.0062,-0.0007,0.0005,-0.0344,-0.0465,0.4017,0.3439,-42.0794,13.8655,136.48,25.19,0.7572,16.4332,187.5
pt_000112_aug2,accent_dataset_output/audio_augmented/pt_000112_aug2.wav,pt,1,lisbon,unknown,unknown,ao menos temos a benignidade da calma e a tranquillidade da familia e por quanto tempo não sei o cli,12249,10.0,16000,True,pitch_time_shift,0.076058,0.118738,550.82,684.97,694.6,0.3716,0.480501,0.398247,0.065313,0.046365,0.009575,-305.2429,122.2436,76.2572,50.0157,2.2166,36.883,37.4769,42.5444,-21.7523,28.7269,-0.8431,21.9936,-14.6511,18.9184,-5.0569,13.2661,-9.8503,15.6416,-6.3133,15.4915,3.3837,13.2354,-6.8382,19.799,3.0958,14.0865,-0.7417,-0.0647,0.1753,0.01,0.1053,-0.075,0.0819,0.0957,0.0592,-0.066,0.0356,0.0264,0.0691,0.3273,0.3276,-52.5238,18.1849,244.11,126.41,0.8211,19.6849,110.29
it_000100,accent_dataset_output/audio_original/it_000100.wav,it,1,milanais,unknown,unknown,e con le pugna che di ferro parevano tutto il viso e le spalle li ruppero né li lasciorono in capo c,6001,10.0,16000,False,original,0.109093,0.133032,543.29,983.18,631.5,0.351,0.594393,0.289234,0.076704,0.019332,0.020337,-254.4477,141.4585,63.518,51.0736,33.8229,32.7767,12.9723,30.3365,10.8407,15.8621,-14.0313,19.2517,7.8143,12.6357,-19.4871,16.9818,1.1562,12.2377,-5.4099,11.041,-8.9057,10.615,-4.4309,8.4421,-6.0888,8.8508,0.0514,0.0314,0.0298,-0.0012,-0.0175,-0.0505,-0.0329,-0.0544,-0.0447,-0.0364,-0.0317,-0.0303,-0.0207,0.3132,0.3337,-48.0283,18.4028,204.35,44.18,0.8211,17.8329,85.23
de_000057_aug3,accent_dataset_output/audio_augmented/de_000057_aug3.wav,de,0,turkish,unknown,unknown,ich gehe zu fuß sagte phileas fogg passepartout kam dazu und machte ein saueres gesicht als er seine,10148,10.0,16000,True,degraded_codec,0.084077,0.134088,521.11,443.43,901.1,0.5245,0.344384,0.467534,0.17549,0.011406,0.001185,-302.1981,125.6643,111.853,60.2003,-24.8329,40.2774,27.9155,29.6833,-12.3244,24.5622,8.5541,16.0038,-3.4223,16.0563,-12.4952,14.9917,-6.7052,15.1981,0.095,12.3483,-6.5733,11.0604,-7.6052,10.881,-2.0659,8.5759,0.2842,0.0498,-0.1494,0.0465,-0.0496,-0.0764,0.0527,0.0013,-0.054,-0.0132,0.0172,0.0027,0.0012,0.4101,0.3216,-52.24,19.4591,172.22,42.1,0.6741,21.7411,125.0
pt_000041_aug2,accent_dataset_output/audio_augmented/pt_000041_aug2.wav,pt,1,porto,unknown,unknown,não a temaes que vos não pôde escravisar antes que se erga contra vós ella se despedaçará não longe ,12249,10.0,16000,True,pitch_time_shift,0.130134,0.211539,787.09,736.93,1085.1,0.3609,0.204263,0.471512,0.271857,0.041708,0.010661,-227.9029,117.3618,61.2423,59.2126,-12.1575,49.6556,18.5808,35.5273,-29.5395,34.4973,-2.9797,22.1942,-8.3293,18.1766,-1.9087,13.8596,-7.4603,15.2325,2.6838,10.5751,-6.9297,9.5641,-7.2792,13.4616,1.6525,10.2464,-0.2126,0.0375,0.1693,-0.0199,0.0327,0.0525,0.131,0.053,-0.1016,-0.0485,0.0612,0.0064,-0.0471,0.3331,0.3194,-46.4462,17.6764,218.22,37.18,0.7827,20.2468,133.93
it_000123_aug1,accent_dataset_output/audio_augmented/it_000123_aug1.wav,it,0,roumain,unknown,unknown,e però sarete contenti di vedere come da me è ben trattata levati su polissena da sedere e dimostria,6001,10.0,16000,True,noise_ambient,0.122182,0.052513,423.72,361.82,478.1,0.3765,0.319213,0.628719,0.033099,0.01877,0.0002,-286.8339,105.0923,116.0574,52.472,-0.8692,36.2859,39.8891,35.7447,-8.1097,23.1111,-14.9779,25.022,3.5424,12.7712,-7.475,14.0874,-4.1394,12.5017,-3.31,10.7843,-5.264,8.9603,-6.7977,10.1257,0.0813,7.8785,0.938,0.2134,-0.2068,0.0803,-0.0721,-0.1891,-0.0777,-0.0003,-0.0312,-0.0585,-0.0405,-0.013,-0.0074,0.318,0.3478,-55.6791,19.4602,212.6,85.65,0.8914,19.3214,117.19
nl_000070,accent_dataset_output/audio_original/nl_000070.wav,nl,0,unknown,unknown,unknown,op zee zoû gewis de kans vrij gelijk staan zeide kievit maar men zoude aan de engelschen den raad ku,2450,10.0,16000,False,original,0.079633,0.157982,520.6,446.07,530.9,0.4318,0.064777,0.879596,0.03791,0.012797,0.00492,-279.0334,109.7258,76.4631,48.1051,7.4555,28.0443,28.2067,27.9232,-12.6764,22.4125,-8.2593,14.9451,-29.293,16.8131,-7.8965,11.6401,-16.2178,11.2067,-8.7826,10.5566,-3.7183,10.0731,-11.2759,8.797,-0.6828,7.7001,0.6344,0.4732,0.1147,0.0728,-0.0585,-0.0739,-0.0059,-0.0503,-0.0572,-0.0113,-0.0124,-0.0055,0.0336,0.3657,0.3143,-54.6055,15.796,206.02,135.88,0.4473,17.9992,187.5
es_000141_aug1,accent_dataset_output/audio_augmented/es_000141_aug1.wav,es,0,anglophone,unknown,unknown,caballero dijo gravemente el capitán smollet protestando que no es mi intención el lastimar á vd per,8882,10.0,16000,True,noise_ambient,0.042749,0.238439,1510.68,970.46,2801.5,0.4017,0.004771,0.202629,0.560392,0.212665,0.019544,-318.6034,122.3465,61.4889,54.1053,-75.6528,44.0113,0.4712,36.107,-39.6474,21.4234,-23.5381,23.2596,-9.6261,17.8247,-16.0898,18.9122,-21.8583,14.8859,-9.5822,11.0938,-17.5061,14.89,4.9214,13.1181,-20.9538,14.6321,-0.0056,-0.0436,-0.0437,0.0684,0.0484,-0.0514,0.0529,0.0844,0.0568,-0.0216,-0.0629,-0.0494,0.0228,0.3983,0.299,-47.8795,18.1327,1215.16,326.76,0.1534,26.5987,98.68
pt_000005_aug1,accent_dataset_output/audio_augmented/pt_000005_aug1.wav,pt,1,bresilien,unknown,unknown,levantando os braços n'um immenso esforço de quem suspende algemas paulo avançou esboçando no espaço,12249,10.0,16000,True,noise_ambient,0.086513,0.22737,668.58,863.81,904.7,0.3443,0.379358,0.446188,0.094566,0.065033,0.014854,-277.9698,126.8802,46.7346,67.1415,12.415,42.4463,27.8601,30.8929,-19.8803,31.7891,2.95,19.1557,-11.1885,14.3034,-7.8427,16.3758,-11.69,15.0637,-2.2271,11.3298,-7.2637,10.3689,-7.1603,13.409,0.1512,9.4144,1.6301,0.1098,-0.3195,0.0881,-0.242,-0.1397,-0.0976,0.0255,-0.0525,-0.0451,0.0159,-0.1071,0.0332,0.3571,0.3251,-48.1484,17.6596,200.78,58.75,0.77,18.5726,125.0
es_000042_aug3,accent_dataset_output/audio_augmented/es_000042_aug3.wav,es,1,castillan,unknown,unknown,hubiéramos levado anclas y salido á alta mar pero el viento faltaba de todo punto y para completar n,8882,10.0,16000,True,degraded_codec,0.129011,0.151617,372.27,491.15,703.9,0.2596,0.606281,0.289566,0.08375,0.018337,0.002066,-187.5788,32.2887,119.0959,56.1352,-31.5939,24.4364,51.5974,34.7748,-23.3753,19.4148,17.5557,24.3741,-10.9528,20.1152,8.4073,14.2356,-7.4059,10.9667,-5.9063,11.3593,3.6076,12.0934,-3.3018,13.2054,-0.7035,17.8571,0.0662,0.0898,0.1084,0.077,0.1345,0.0457,0.0572,-0.0212,-0.0066,-0.0285,-0.0078,-0.0024,-0.0223,0.4556,0.324,-43.5281,16.6338,121.62,29.34,0.8786,22.5095,69.44
